orderId,time,symbol,side,type,origQty,price,avgPrice,status,timeInForce
"18935496259","4/7/2026, 3:18:20 pm","BTCUSDT","BUY","MARKET","0.0010","MARKET","62468.900000","FILLED","GTC"
"18936927787","4/7/2026, 3:24:37 pm","BTCUSDT","SELL","MARKET","0.0010","MARKET","62469.100000","FILLED","GTC"
